일시,광진구,동대문구,성동구,중랑구
20220101,3.5113399999999895,2.783236666666668,2.8974066666666634,1.9373000000000002
20220102,3.6680233333333216,2.9373733333333343,3.128423333333329,2.0858000000000034
20220103,4.26447999999998,3.491906666666661,3.557949999999986,2.4681166666666714
20220104,4.130736666666656,3.3739600000000034,3.446869999999989,2.3231466666666667
20220105,3.902663333333322,3.3487533333333346,3.3113766666666464,2.2686700000000006
20220106,4.132609999999988,3.3204700000000043,3.453203333333323,2.334803333333333
20220107,3.8679499999999907,3.213783333333337,3.325183333333318,2.241243333333329
20220108,3.8049399999999864,3.2213266666666667,3.1337599999999934,2.276686666666668
20220109,4.599229999999985,3.705339999999995,3.8823933333333307,2.6696066666666733
20220110,4.525666666666658,3.687130000000001,3.8303766666666617,2.6210700000000027
20220111,3.889249999999992,3.3201933333333415,3.3150433333333176,2.2751499999999956
20220112,3.6050833333333254,3.1114433333333364,2.926293333333315,2.169446666666662
20220113,3.6164999999999905,3.0541466666666732,2.905043333333316,2.1696299999999953
20220114,3.5518666666666627,2.861690000000004,2.9504099999999878,2.019446666666667
20220115,3.7231233333333233,3.0015900000000015,3.0842666666666605,2.1126366666666696
20220116,4.176009999999992,3.3319366666666648,3.4738333333333267,2.3992866666666695
20220117,3.8120899999999884,3.357699999999995,3.1411799999999723,2.2876699999999976
20220118,3.96739666666666,3.3345266666666746,3.4237499999999907,2.290646666666663
20220119,3.8023499999999912,3.3200183333333384,3.112349999999986,2.272849999999999
20220120,4.254566666666658,3.543943333333338,3.6992766666666648,2.5077166666666697
20220121,4.3214033333333255,3.510926666666669,3.7533133333333355,2.5097100000000023
20220122,4.504126666666652,3.5963866666666657,3.7510199999999996,2.5691433333333387
20220123,4.757506666666662,3.8390933333333335,3.97474,2.7274700000000043
20220124,6.11100333333335,4.904676666666668,4.997833333333331,3.397783333333343
20220125,4.305803333333333,3.5172566666666665,3.561136666666663,2.483996666666675
20220126,5.697653333333345,4.656406666666677,4.603106666666661,3.338496666666664
20220127,4.7094499999999995,3.7739433333333365,3.9877100000000123,2.6546333333333294
20220128,4.268719999999992,3.397370000000004,3.712863333333335,2.3847633333333302
20220129,3.810266666666661,3.1582966666666716,3.2793199999999967,2.2492666666666628
20220130,3.7252099999999966,3.0168866666666716,3.1793133333333325,2.173746666666666
20220131,4.599913333333324,3.782563333333335,3.99551000000001,2.6647733333333314
20220201,4.398619999999988,3.626199999999997,3.717986666666661,2.5539833333333384
20220202,4.439276666666658,3.6779700000000024,3.9622700000000086,2.629453333333332
20220203,4.369406666666661,3.5377400000000048,3.8382333333333394,2.52223
20220204,4.109153333333321,3.353970000000005,3.508849999999991,2.3371266666666632
20220205,3.6125633333333234,2.9885400000000066,3.059939999999993,2.1142999999999996
20220206,3.763429999999993,3.1346866666666724,3.22164333333333,2.248823333333331
20220207,4.275533333333321,3.4756599999999986,3.5589233333333214,2.4073200000000017
20220208,5.162090000000005,4.167560000000002,4.451100000000005,2.885366666666664
20220209,5.0978966666666645,4.139996666666669,4.417276666666669,2.8814633333333304
20220210,5.7819100000000105,4.577090000000005,4.769856666666662,3.307889999999995
20220211,6.392846666666685,4.982283333333329,5.270146666666664,3.505026666666663
20220212,6.721076666666684,4.98349666666666,5.669919999999991,3.6627766666666632
20220213,5.247909999999995,4.2663933333333315,4.453969999999998,3.04723
20220214,5.174780000000003,4.305516666666668,4.395456666666666,2.9784499999999974
20220215,4.155236666666655,3.422289999999997,3.5014999999999836,2.3762233333333334
20220216,3.9310599999999916,3.3354733333333404,3.483109999999989,2.3022566666666617
20220217,3.896563333333331,3.2957233333333433,3.549376666666659,2.2642266666666644
20220218,4.595499999999993,3.587013333333334,4.145120000000012,2.5814999999999975
20220219,4.373269999999988,3.4458999999999977,3.6224666666666554,2.451640000000004
20220220,3.9176199999999994,3.212406666666672,3.5212199999999947,2.2776899999999967
20220221,4.589023333333322,3.8170300000000044,4.012683333333339,2.6565466666666664
20220222,4.483329999999993,3.643943333333333,4.03626333333334,2.5817933333333336
20220223,4.388013333333331,3.473433333333334,3.9517133333333376,2.4574633333333282
20220224,4.826493333333329,3.8500000000000014,4.3169533333333385,2.7574033333333343
20220225,5.995286666666674,4.791773333333335,5.00877,3.460919999999994
20220226,5.032596666666661,4.033859999999991,4.293186666666656,2.9440966666666704
20220227,6.39425333333336,4.907829999999998,5.246906666666679,3.5294099999999995
20220228,6.713256666666663,5.606189999999992,5.744136666666658,3.800393333333334
20220301,6.269523333333336,4.9988866666666585,5.215846666666672,3.454389999999999
20220302,6.571020000000025,5.023749999999999,5.584520000000003,3.5704033333333305
20220303,6.879666666666687,5.39110333333333,5.913493333333329,3.889449999999998
20220304,6.650523333333327,5.4877566666666615,5.673666666666649,3.7732633333333334
20220305,5.783853333333342,4.391093333333338,4.970940000000008,3.110009999999991
20220306,5.588526666666668,4.252466666666672,4.872860000000007,3.020479999999992
20220307,5.9196466666666785,4.667506666666677,5.007860000000004,3.3517099999999984
