일시,광진구,동대문구,성동구,중랑구
20220101,4.494587891847147,3.4421575321618576,3.3911461132514558,2.583591620229666
20220102,4.5011025220385,3.422819949779499,3.3585852174166413,2.548825382500201
20220103,5.470652454415868,4.7422797486401205,4.23533520842933,3.1280654490489166
20220104,5.698506771935815,4.913628978715751,4.66710767044281,3.1450656501893146
20220105,5.990820688251117,5.193672777749896,4.726373196073847,3.3137299389361377
20220106,5.991902144511121,5.2056588763244,4.719944006350016,3.334693775674177
20220107,5.9856844666101985,5.199452622481745,4.676720633088466,3.4691424303075418
20220108,5.169466857103439,4.163645759261275,3.8967566230199915,2.9215121211713395
20220109,5.013289187144289,3.8775230821960363,3.875672281874842,2.8664412979591423
20220110,6.014698805411027,5.298846829150095,4.729616944784784,3.5697756500757385
20220111,6.095765051466357,5.3668442953144355,4.757036986972063,3.652809037492714
20220112,6.1056890530969,5.702075619173482,4.799548446179568,3.699870590178882
20220113,6.077470746813363,5.310277562057683,4.775677910890095,3.6626826026107624
20220114,6.052192822842287,5.294102604844175,4.763534403981221,3.6651131279935614
20220115,5.203867489012537,4.17796899405051,4.2250536766572955,2.958813172218966
20220116,4.906026971536023,3.8601266341484624,3.958108253333522,2.8878922395415096
20220117,6.006684376498012,5.288828662161001,4.7924898280568025,3.4865007915116157
20220118,6.015495534217243,5.366715871941944,4.80109689404835,3.6515721470802083
20220119,6.101160349140094,5.681419902611025,4.842148271049362,3.7066135001178817
20220120,6.0759388965071315,5.312276429018706,4.7960090458408375,3.673555446627928
20220121,6.004322055278277,5.29777371121301,4.77988136416428,3.620805671260756
20220122,5.48042825607942,4.575390781359889,4.284480660826361,3.4227031565199013
20220123,5.51829845731939,4.542020276405493,4.292270972517809,3.395451623505166
20220124,6.623632514430911,5.805306101408227,5.470735964181048,3.8570761278624723
20220125,6.861759021972757,5.807011618672937,5.612993372491343,3.955272574354213
20220126,6.918081241059837,6.1256308087825255,5.708783923908366,4.279263285937135
20220127,6.871283296276328,5.996035409543679,5.659308784260948,4.205721444481882
20220128,6.8959521604194585,6.096411214006248,5.666751007311071,4.280931266844379
20220129,6.53878392587614,5.419937431210193,5.345495353293969,3.9516673160025313
20220130,6.3422271931032315,5.394165742583798,5.099088007746643,3.9510670308156874
20220131,7.266846259284194,6.501089411214001,6.143165226919224,4.324772725702106
20220201,7.873656482976586,6.956546021828239,6.509154942668242,4.6654250897390375
20220202,8.19749413281883,7.223241636109036,6.635605858446868,4.980529942916082
20220203,8.656784137128085,7.307204787386984,7.362397060950896,5.162407568644418
20220204,8.459996362090283,7.117406697115334,7.155029304573309,5.1129766891253565
20220205,7.959863054997159,6.140914250607175,6.500531413713937,4.600629826525532
20220206,7.775863424626694,6.084981138486481,6.362828423791075,4.348486293332025
20220207,8.349612779518047,7.144445890350776,6.991971318884576,5.073477716404312
20220208,8.624178337201453,7.523162988946227,7.140119523285946,5.141562860352527
