일시,광진구,동대문구,성동구,중랑구
20220101,4.75628441022077,3.8873264645874572,3.7848300480597743,2.790947800937319
20220102,5.547101923780704,4.341300638843226,4.413573557799659,3.3873583304761845
20220103,6.080981471547935,5.240501054112261,4.752375951355544,3.3101756996974303
20220104,6.490626708940162,5.738034459475703,5.469091528807742,3.7988201969789444
20220105,6.065355012858031,5.297258057541759,4.8193195434752045,3.64650031441875
20220106,7.071087037325177,6.2281008260492765,5.7809749704431574,4.311735669710949
20220107,6.352408788531962,5.5363206915144625,5.213237536694379,3.632951361106727
20220108,7.170784755980608,5.705775592976584,5.548865143883316,4.3701351786688125
20220109,5.262804381975046,3.9792633913512816,4.197713320599895,3.126864797800524
20220110,5.258388306181676,4.422719862442204,4.166359625120927,3.003600636820999
20220111,5.23267347233372,4.445236754623962,4.186467298643637,2.9958697767646916
20220112,6.064598507741753,4.905373438500659,4.642678644628812,3.1548777961033183
20220113,4.433954125806504,3.444931217242622,3.6474966384008916,2.4713072297621865
20220114,4.442788336895196,3.431541915084412,3.592948285081616,2.418201462151529
20220115,3.659284254440278,3.1597731717719135,2.758432783441285,2.297109623659327
20220116,4.264286919204116,3.319808151624081,3.365012450261873,2.494594839652966
20220117,5.554566923385821,4.906966961729212,4.32865936216117,3.1267240184058194
20220118,5.1868750963028445,4.705777134766416,4.234956583290433,3.071358664991664
20220119,6.019128734883516,4.857219527309994,4.750656188635507,3.1476847764245166
20220120,4.349358800227952,3.426340403147068,3.652980864161632,2.435268974543755
20220121,3.5824814326870484,3.1556651882987232,2.716615095302648,2.1344496725095303
20220122,3.747776424232298,3.1769053828427394,2.9159386326635905,2.445847576797588
20220123,3.76517743631925,3.1697140839148363,2.902915526589411,2.389281677796545
20220124,4.5382319868525896,3.6519142767746677,3.626006599364276,2.526467816691805
20220125,5.067706112498731,4.391814994886591,3.8918440772809384,2.878417216220869
20220126,5.377343522834973,4.6586808007962635,4.397846721622943,3.1377625165024976
20220127,5.303014086732486,4.346185134654923,4.222921282228482,3.1222018512544913
20220128,5.467698064192074,4.880190571232483,4.457834412304208,3.205817508132328
20220129,3.6633723769949644,2.961879058089269,2.733273428224171,2.2749903606050994
20220130,4.468431560082641,3.308105349364753,3.4981754832164853,2.5522956160151145
20220131,5.174669587526116,4.39428955672499,4.190398464689364,2.85432042727797
20220201,5.534493587672378,4.749652054909077,4.126836303060357,3.172428671402605
20220202,6.282593431847297,5.214629432503874,4.920660387648573,3.352747054707141
20220203,6.159895605882311,5.2452337568705945,4.680705247534999,3.5683357396146276
20220204,5.415217060954815,4.804964615277518,4.356532136164431,3.239270733747541
20220205,3.709148218348954,3.159148121028474,2.9390090837953213,2.395276135861375
20220206,4.960260406651174,3.7358127428834136,3.9747947756519832,2.7678908073844863
20220207,5.301060662773541,4.717017533393514,4.304259456701792,3.142073243065112
20220208,5.4401602148058466,4.755387842024057,4.289064841370527,3.1595517327905625
20220209,5.1858483556835075,4.3709111980355315,4.127266399915264,3.0313160632454568
20220210,4.9170430261212426,3.9087829914606256,3.88131882874656,2.6866761954700196
20220211,5.282655079295933,4.305438550821199,4.13764649374837,3.089434338868596
20220212,5.178041360221594,4.100619801575675,4.151604421465378,2.891764732177895
20220213,4.644973258677408,3.6635851833415796,3.7246367944064307,2.681368338919109
20220214,6.2664953718384675,5.245251935541446,5.01033233336127,3.573419829027898
20220215,6.2576509891083365,5.339086520511135,5.034889445805257,3.65150717304323
20220216,6.591983521550146,5.960037649297944,5.467731904651365,4.035402639860779
20220217,5.710943691127433,4.848572174378882,4.6858243122397925,3.231573509185928
20220218,5.773855466280893,4.813831550889328,4.570287927614827,3.261895557630973
20220219,4.424302154129336,3.4120889586172245,3.662196503994494,2.595496399475421
20220220,4.645041373983963,3.3654920769521017,3.851707381687341,2.5767892882877352
20220221,5.7282237953459605,4.932207460700117,4.662156681455348,3.187355210362292
20220222,3.680575357817196,3.272326376067744,2.7777906291646834,2.3752414365755605
20220223,6.279110045529746,4.862321062058591,5.0102783806866915,3.25314331846048
20220224,6.2480550429893915,5.182886776311466,4.75214467258557,3.523788104674225
20220225,6.386623968926642,5.196092059676504,5.173160414893037,3.642631171131187
20220226,6.33524916558138,4.894334712199929,5.193065781861712,3.6644455089603407
20220227,5.705747720687513,4.296445212840443,4.623422315918417,3.280277764691076
20220228,6.9243619090866195,6.173615968020229,5.866050369371326,4.390639629502053
20220301,5.1588277588596885,4.4120550017002635,3.980011168476957,3.0071052971472447
20220302,6.455986648296833,5.662880187705599,5.347509188148691,3.764153605933826
20220303,6.882567839700315,5.750422855121642,5.605687873453518,4.0142134513250385
20220304,7.452923953142044,6.218466293301828,6.283679314016417,4.518220052356827
20220305,5.602292048953998,4.688110119118192,4.719777753959032,3.5701625489996003
20220306,5.201996630931255,3.718790018615956,4.232229658844383,2.763334091493338
20220307,5.832355548970471,4.85337982536605,4.655142730802199,3.2219852806273805
20220308,6.240029281692842,5.2348056685391215,4.93786601500704,3.5381326273546456
20220309,6.925079771957271,5.760270526522511,5.704274757319826,4.046744644531718
20220310,7.152566836907741,6.086415544808016,5.882178883518107,4.3722852991208345
20220311,8.884420908923058,6.934254176812843,7.464802955361829,5.295868169671934
20220312,7.404113955073618,5.79213216826176,6.112716963362407,4.432550037345482
20220313,7.919315921818265,5.813081377315555,6.408777664036498,4.414904746949574
20220314,7.3593974840329,6.318749520154495,6.205539068956994,4.624604052162244
20220315,8.221358391957464,6.922489453335233,6.78424906350512,4.952088362383654
20220316,8.539427763215976,7.092039349086244,7.234520990853128,5.21919781741594
20220317,8.884529851321778,7.448497164618426,7.449653798697927,5.3377162966512515
20220318,9.960573097681566,8.064733065310305,8.370506495582433,5.908616424403145
20220319,9.49409342758233,6.3920163135937065,7.923059473351976,5.405029372181716
20220320,8.17720471291206,6.109246069548321,6.761236757515046,4.635668459271831
20220321,8.193435136549853,7.063986519484385,6.7250108393483945,4.8651807268113405
20220322,9.548918004545056,7.892755975806826,8.211482416229423,5.682957471647852
20220323,10.149837941304638,8.271847304089254,8.465429174757356,5.952375593428176
20220324,9.533180412644676,8.114382636558307,8.236397489949278,5.792615094626593
20220325,8.184942119536752,6.943281598524808,6.787683465584256,5.018282399044531
20220326,8.237703465591434,6.453429526891188,6.932060451126146,5.022971697351868
20220327,5.549392801007188,4.5267978846594765,4.400376359775792,3.5619616103960787
20220328,8.111329477553443,7.1257831478122,6.760428449612165,4.94709496006432
20220329,10.27384889445228,8.413750506472015,8.786338709782354,6.0399816294603195
20220330,10.399849449024838,8.497241517863014,8.799947812854706,5.958648137613204
20220331,7.131101609982911,5.822177853013416,5.481290046540621,4.066016284260308
20220401,9.714962845679091,7.8364399944757155,8.102210818323137,5.625795254988852
20220402,9.519064432489571,6.696402942120449,8.211538650528167,5.385887000484355
20220403,10.455825951581913,7.3114986870942555,8.885586017337795,5.820469043745434
20220404,11.640612695675896,9.526419693651492,9.959663425812826,6.969024032582955
20220405,1.8696121423417522,1.7251802346558804,1.3392201815372595,1.2495320977785533
20220406,7.007761986023743,6.132968869125244,5.735951178253975,4.334460434087918
20220407,12.163666551664136,10.106131825369232,10.06925776159458,7.152706904083928
20220408,10.869282766949357,8.674301534157735,9.349898821078122,6.4452267408193356
20220409,11.016813451580916,7.804193248126576,9.564142611945238,6.18606999100348
20220410,12.114019863566538,8.716740221502452,10.551840901042969,6.610325534559059
20220411,11.744213010020031,9.59245178677293,9.93533193381408,6.9420047641518146
20220412,10.920041015427442,9.110483344867134,9.459054142054228,6.355844724284738
20220413,11.618428833427274,9.791955162779347,9.787483619826634,6.951575865721833
20220414,7.761558806505985,6.544509251376921,6.363993424733382,4.481342657091504
20220415,12.38366682881011,10.00927828818458,10.287637838459489,7.2902824377535245
20220416,8.589081749568736,6.393578059460154,7.099651824845349,5.1436039813555405
20220417,5.178483166861257,4.323450594657888,4.036901697714384,3.4626939486204114
20220418,5.465839720951366,5.004999230963915,4.486144186593836,3.221944890445933
